id,start,end,tags,hours
404,2024-08-06 07:11:18,2024-08-06 07:26:31,ttv,0.2536111111111111
403,2024-08-06 09:51:02,2024-08-06 09:55:17,communication,0.07083333333333333
403,2024-08-06 09:51:02,2024-08-06 09:55:17,ttv,0.07083333333333333
402,2024-08-06 09:55:24,2024-08-06 10:58:13,rahoituspalaveri,1.0469444444444445
402,2024-08-06 09:55:24,2024-08-06 10:58:13,ttv,1.0469444444444445
401,2024-08-07 05:08:17,2024-08-07 05:23:15,communication,0.24944444444444444
401,2024-08-07 05:08:17,2024-08-07 05:23:15,ttv,0.24944444444444444
400,2024-08-07 05:23:17,2024-08-07 05:35:33,course registrations,0.20444444444444446
400,2024-08-07 05:23:17,2024-08-07 05:35:33,ttv,0.20444444444444446
399,2024-08-07 05:35:38,2024-08-07 05:50:41,communication,0.25083333333333335
399,2024-08-07 05:35:38,2024-08-07 05:50:41,ttv,0.25083333333333335
398,2024-08-07 06:13:48,2024-08-07 07:00:56,communication,0.7855555555555556
398,2024-08-07 06:13:48,2024-08-07 07:00:56,ttv,0.7855555555555556
397,2024-08-07 07:17:00,2024-08-07 07:24:19,e-ahot tic,0.12194444444444444
397,2024-08-07 07:17:00,2024-08-07 07:24:19,tic,0.12194444444444444
396,2024-08-08 06:11:29,2024-08-08 06:24:24,communication,0.2152777777777778
396,2024-08-08 06:11:29,2024-08-08 06:24:24,ttv,0.2152777777777778
395,2024-08-08 06:24:42,2024-08-08 06:25:54,communication,0.02
395,2024-08-08 06:24:42,2024-08-08 06:25:54,ttv,0.02
394,2024-08-08 06:25:57,2024-08-08 06:31:18,course registrations,0.08916666666666667
394,2024-08-08 06:25:57,2024-08-08 06:31:18,ttv,0.08916666666666667
393,2024-08-08 06:40:00,2024-08-08 06:45:03,mat lähtötasotesti,0.08416666666666667
393,2024-08-08 06:40:00,2024-08-08 06:45:03,ttv,0.08416666666666667
392,2024-08-08 06:45:13,2024-08-08 06:50:16,mat lähtötasotesti,0.08416666666666667
392,2024-08-08 06:45:13,2024-08-08 06:50:16,tic,0.08416666666666667
391,2024-08-08 09:53:49,2024-08-08 10:09:12,communication,0.2563888888888889
391,2024-08-08 09:53:49,2024-08-08 10:09:12,ttv,0.2563888888888889
390,2024-08-08 10:10:02,2024-08-08 10:30:09,course planning,0.3352777777777778
390,2024-08-08 10:10:02,2024-08-08 10:30:09,tic,0.3352777777777778
390,2024-08-08 10:10:02,2024-08-08 10:30:09,ttv,0.3352777777777778
389,2024-08-09 05:00:13,2024-08-09 05:02:01,communication,0.03
389,2024-08-09 05:00:13,2024-08-09 05:02:01,ttv,0.03
388,2024-08-09 05:02:03,2024-08-09 05:29:19,course registrations,0.45444444444444443
388,2024-08-09 05:02:03,2024-08-09 05:29:19,ttv,0.45444444444444443
387,2024-08-09 05:49:10,2024-08-09 06:45:10,course planning,0.9333333333333333
387,2024-08-09 05:49:10,2024-08-09 06:45:10,tic,0.9333333333333333
387,2024-08-09 05:49:10,2024-08-09 06:45:10,ttv,0.9333333333333333
386,2024-08-12 05:01:23,2024-08-12 05:10:25,communication,0.15055555555555555
386,2024-08-12 05:01:23,2024-08-12 05:10:25,ttv,0.15055555555555555
385,2024-08-12 05:19:43,2024-08-12 05:31:18,course registrations,0.19305555555555556
385,2024-08-12 05:19:43,2024-08-12 05:31:18,ttv,0.19305555555555556
384,2024-08-12 06:05:59,2024-08-12 06:58:38,tic,0.8775
384,2024-08-12 06:05:59,2024-08-12 06:58:38,ttv,0.8775
384,2024-08-12 06:05:59,2024-08-12 06:58:38,valintakoe - windows vm,0.8775
384,2024-08-12 06:05:59,2024-08-12 06:58:38,yfs,0.8775
383,2024-08-12 08:40:35,2024-08-12 09:19:34,mat lähtötasotesti,0.6497222222222222
383,2024-08-12 08:40:35,2024-08-12 09:19:34,ttv,0.6497222222222222
382,2024-08-13 06:29:11,2024-08-13 08:17:07,communication,1.798888888888889
382,2024-08-13 06:29:11,2024-08-13 08:17:07,ttv,1.798888888888889
381,2024-08-13 09:37:09,2024-08-13 10:03:30,course registrations,0.43916666666666665
381,2024-08-13 09:37:09,2024-08-13 10:03:30,ttv,0.43916666666666665
380,2024-08-13 10:05:13,2024-08-13 10:25:15,alatalo-llama-valintakoe,0.3338888888888889
380,2024-08-13 10:05:13,2024-08-13 10:25:15,ttv,0.3338888888888889
379,2024-08-13 12:15:00,2024-08-13 13:00:24,communication,0.7566666666666667
379,2024-08-13 12:15:00,2024-08-13 13:00:24,ttv,0.7566666666666667
378,2024-08-14 12:10:50,2024-08-14 14:35:13,course planning,2.406388888888889
378,2024-08-14 12:10:50,2024-08-14 14:35:13,tic,2.406388888888889
378,2024-08-14 12:10:50,2024-08-14 14:35:13,ttv,2.406388888888889
377,2024-08-16 05:16:22,2024-08-16 05:44:45,communication,0.47305555555555556
377,2024-08-16 05:16:22,2024-08-16 05:44:45,ttv,0.47305555555555556
376,2024-08-16 05:44:47,2024-08-16 05:57:36,course registrations,0.2136111111111111
376,2024-08-16 05:44:47,2024-08-16 05:57:36,ttv,0.2136111111111111
375,2024-08-16 06:00:00,2024-08-16 06:30:02,pedacafe,0.5005555555555555
375,2024-08-16 06:00:00,2024-08-16 06:30:02,ttv,0.5005555555555555
374,2024-08-16 09:49:03,2024-08-16 11:35:47,rahankäyttöehdotus,1.778888888888889
374,2024-08-16 09:49:03,2024-08-16 11:35:47,ttv,1.778888888888889
373,2024-08-17 06:10:54,2024-08-17 07:09:56,sirpa moodle-test fix,0.9838888888888889
373,2024-08-17 06:10:54,2024-08-17 07:09:56,ttv,0.9838888888888889
372,2024-08-18 06:39:32,2024-08-18 07:47:55,communication,1.1397222222222223
372,2024-08-18 06:39:32,2024-08-18 07:47:55,ttv,1.1397222222222223
371,2024-08-18 07:48:05,2024-08-18 08:31:40,mat lähtötasotesti,0.7263888888888889
371,2024-08-18 07:48:05,2024-08-18 08:31:40,tic,0.7263888888888889
370,2024-08-18 10:33:59,2024-08-18 14:00:31,communication,3.442222222222222
370,2024-08-18 10:33:59,2024-08-18 14:00:31,ttv,3.442222222222222
369,2024-08-19 04:31:11,2024-08-19 05:30:24,communication,0.9869444444444444
369,2024-08-19 04:31:11,2024-08-19 05:30:24,ttv,0.9869444444444444
368,2024-08-19 05:50:33,2024-08-19 06:41:31,course registrations,0.8494444444444444
368,2024-08-19 05:50:33,2024-08-19 06:41:31,ttv,0.8494444444444444
367,2024-08-19 06:41:45,2024-08-19 07:00:00,moodle question bank bug,0.30416666666666664
367,2024-08-19 06:41:45,2024-08-19 07:00:00,ttv,0.30416666666666664
366,2024-08-19 07:26:03,2024-08-19 08:31:23,mat lähtötasotesti,1.0888888888888888
366,2024-08-19 07:26:03,2024-08-19 08:31:23,tic,1.0888888888888888
365,2024-08-19 09:35:24,2024-08-19 10:42:54,email cleaning,1.125
365,2024-08-19 09:35:24,2024-08-19 10:42:54,ttv,1.125
364,2024-08-19 12:31:31,2024-08-19 12:39:22,email cleaning,0.13083333333333333
364,2024-08-19 12:31:31,2024-08-19 12:39:22,ttv,0.13083333333333333
363,2024-08-20 05:23:00,2024-08-20 05:31:02,communication,0.1338888888888889
363,2024-08-20 05:23:00,2024-08-20 05:31:02,ttv,0.1338888888888889
362,2024-08-20 05:31:28,2024-08-20 05:57:53,course registrations,0.44027777777777777
362,2024-08-20 05:31:28,2024-08-20 05:57:53,ttv,0.44027777777777777
361,2024-08-20 06:31:35,2024-08-20 07:13:03,communication,0.6911111111111111
361,2024-08-20 06:31:35,2024-08-20 07:13:03,ttv,0.6911111111111111
360,2024-08-20 08:58:39,2024-08-20 09:42:15,communication,0.7266666666666667
360,2024-08-20 08:58:39,2024-08-20 09:42:15,ttv,0.7266666666666667
359,2024-08-20 09:50:34,2024-08-20 10:30:45,course planning,0.6697222222222222
359,2024-08-20 09:50:34,2024-08-20 10:30:45,tic,0.6697222222222222
359,2024-08-20 09:50:34,2024-08-20 10:30:45,ttv,0.6697222222222222
358,2024-08-20 11:23:54,2024-08-20 13:05:15,course planning,1.6891666666666667
358,2024-08-20 11:23:54,2024-08-20 13:05:15,tic,1.6891666666666667
358,2024-08-20 11:23:54,2024-08-20 13:05:15,ttv,1.6891666666666667
357,2024-08-21 05:16:35,2024-08-21 05:30:19,communication,0.2288888888888889
357,2024-08-21 05:16:35,2024-08-21 05:30:19,ttv,0.2288888888888889
356,2024-08-21 05:30:21,2024-08-21 05:50:30,course registrations,0.3358333333333333
356,2024-08-21 05:30:21,2024-08-21 05:50:30,ttv,0.3358333333333333
355,2024-08-21 05:51:06,2024-08-21 10:11:46,math wiki translation fi -> en,4.344444444444444
355,2024-08-21 05:51:06,2024-08-21 10:11:46,tic,4.344444444444444
354,2024-08-21 12:12:03,2024-08-21 14:49:13,math wiki translation fi -> en,2.6194444444444445
354,2024-08-21 12:12:03,2024-08-21 14:49:13,tic,2.6194444444444445
353,2024-08-22 06:19:56,2024-08-22 06:27:51,communication,0.13194444444444445
353,2024-08-22 06:19:56,2024-08-22 06:27:51,ttv,0.13194444444444445
352,2024-08-22 06:29:27,2024-08-22 07:29:29,tic,1.0005555555555556
352,2024-08-22 06:29:27,2024-08-22 07:29:29,tic info session,1.0005555555555556
351,2024-08-22 07:40:48,2024-08-22 08:27:30,course registrations,0.7783333333333333
351,2024-08-22 07:40:48,2024-08-22 08:27:30,ttv,0.7783333333333333
350,2024-08-22 09:09:20,2024-08-22 11:56:04,discrete: planning,2.778888888888889
350,2024-08-22 09:09:20,2024-08-22 11:56:04,tic,2.778888888888889
350,2024-08-22 09:09:20,2024-08-22 11:56:04,ttv,2.778888888888889
349,2024-08-23 04:56:04,2024-08-23 05:48:17,communication,0.8702777777777778
349,2024-08-23 04:56:04,2024-08-23 05:48:17,ttv,0.8702777777777778
348,2024-08-23 05:56:40,2024-08-23 06:32:14,course registrations,0.5927777777777777
348,2024-08-23 05:56:40,2024-08-23 06:32:14,ttv,0.5927777777777777
347,2024-08-23 10:31:27,2024-08-23 11:18:39,course registrations,0.7866666666666666
347,2024-08-23 10:31:27,2024-08-23 11:18:39,ttv,0.7866666666666666
346,2024-08-23 11:18:52,2024-08-23 12:15:54,discrete: planning,0.9505555555555556
346,2024-08-23 11:18:52,2024-08-23 12:15:54,tic,0.9505555555555556
346,2024-08-23 11:18:52,2024-08-23 12:15:54,ttv,0.9505555555555556
345,2024-08-23 12:25:48,2024-08-23 13:05:51,dan,0.6675
345,2024-08-23 12:25:48,2024-08-23 13:05:51,dan: planning,0.6675
344,2024-08-25 05:20:28,2024-08-25 05:49:59,discrete: planning,0.49194444444444446
344,2024-08-25 05:20:28,2024-08-25 05:49:59,tic,0.49194444444444446
344,2024-08-25 05:20:28,2024-08-25 05:49:59,ttv,0.49194444444444446
343,2024-08-25 06:10:09,2024-08-25 06:45:24,discrete: planning,0.5875
343,2024-08-25 06:10:09,2024-08-25 06:45:24,tic,0.5875
343,2024-08-25 06:10:09,2024-08-25 06:45:24,ttv,0.5875
342,2024-08-25 07:00:32,2024-08-25 07:27:38,discrete: planning,0.45166666666666666
342,2024-08-25 07:00:32,2024-08-25 07:27:38,tic,0.45166666666666666
342,2024-08-25 07:00:32,2024-08-25 07:27:38,ttv,0.45166666666666666
341,2024-08-25 08:14:21,2024-08-25 08:46:29,discrete: planning,0.5355555555555556
341,2024-08-25 08:14:21,2024-08-25 08:46:29,tic,0.5355555555555556
341,2024-08-25 08:14:21,2024-08-25 08:46:29,ttv,0.5355555555555556
340,2024-08-25 09:13:29,2024-08-25 10:03:00,discrete: planning,0.8252777777777778
340,2024-08-25 09:13:29,2024-08-25 10:03:00,tic,0.8252777777777778
340,2024-08-25 09:13:29,2024-08-25 10:03:00,ttv,0.8252777777777778
339,2024-08-25 11:02:24,2024-08-25 11:46:00,discrete: planning,0.7266666666666667
339,2024-08-25 11:02:24,2024-08-25 11:46:00,tic,0.7266666666666667
339,2024-08-25 11:02:24,2024-08-25 11:46:00,ttv,0.7266666666666667
338,2024-08-25 12:42:12,2024-08-25 13:26:49,discrete: planning,0.7436111111111111
338,2024-08-25 12:42:12,2024-08-25 13:26:49,tic,0.7436111111111111
338,2024-08-25 12:42:12,2024-08-25 13:26:49,ttv,0.7436111111111111
337,2024-08-25 13:43:55,2024-08-25 14:29:07,discrete: planning,0.7533333333333333
337,2024-08-25 13:43:55,2024-08-25 14:29:07,tic,0.7533333333333333
337,2024-08-25 13:43:55,2024-08-25 14:29:07,ttv,0.7533333333333333
336,2024-08-25 14:41:03,2024-08-25 15:16:06,discrete: planning,0.5841666666666666
336,2024-08-25 14:41:03,2024-08-25 15:16:06,tic,0.5841666666666666
336,2024-08-25 14:41:03,2024-08-25 15:16:06,ttv,0.5841666666666666
335,2024-08-25 15:16:08,2024-08-25 15:20:03,communication,0.06527777777777778
335,2024-08-25 15:16:08,2024-08-25 15:20:03,ttv,0.06527777777777778
334,2024-08-26 04:41:46,2024-08-26 04:52:01,communication,0.17083333333333334
334,2024-08-26 04:41:46,2024-08-26 04:52:01,ttv,0.17083333333333334
333,2024-08-26 04:52:06,2024-08-26 05:29:59,discrete: planning,0.6313888888888889
333,2024-08-26 04:52:06,2024-08-26 05:29:59,tic,0.6313888888888889
333,2024-08-26 04:52:06,2024-08-26 05:29:59,ttv,0.6313888888888889
332,2024-08-26 05:44:10,2024-08-26 06:11:51,discrete: planning,0.4613888888888889
332,2024-08-26 05:44:10,2024-08-26 06:11:51,tic,0.4613888888888889
332,2024-08-26 05:44:10,2024-08-26 06:11:51,ttv,0.4613888888888889
331,2024-08-26 06:11:52,2024-08-26 06:13:55,communication,0.034166666666666665
331,2024-08-26 06:11:52,2024-08-26 06:13:55,ttv,0.034166666666666665
330,2024-08-26 06:22:30,2024-08-26 06:56:33,discrete: planning,0.5675
330,2024-08-26 06:22:30,2024-08-26 06:56:33,tic,0.5675
330,2024-08-26 06:22:30,2024-08-26 06:56:33,ttv,0.5675
329,2024-08-26 07:07:31,2024-08-26 08:03:25,discrete: planning,0.9316666666666666
329,2024-08-26 07:07:31,2024-08-26 08:03:25,tic,0.9316666666666666
329,2024-08-26 07:07:31,2024-08-26 08:03:25,ttv,0.9316666666666666
328,2024-08-26 08:14:01,2024-08-26 08:54:14,discrete: planning,0.6702777777777778
328,2024-08-26 08:14:01,2024-08-26 08:54:14,tic,0.6702777777777778
328,2024-08-26 08:14:01,2024-08-26 08:54:14,ttv,0.6702777777777778
327,2024-08-26 09:15:25,2024-08-26 10:26:58,discrete: planning,1.1925
327,2024-08-26 09:15:25,2024-08-26 10:26:58,tic,1.1925
327,2024-08-26 09:15:25,2024-08-26 10:26:58,ttv,1.1925
326,2024-08-26 10:56:00,2024-08-26 11:32:12,discrete: planning,0.6033333333333334
326,2024-08-26 10:56:00,2024-08-26 11:32:12,tic,0.6033333333333334
326,2024-08-26 10:56:00,2024-08-26 11:32:12,ttv,0.6033333333333334
325,2024-08-26 11:40:13,2024-08-26 12:43:28,discrete: planning,1.0541666666666667
325,2024-08-26 11:40:13,2024-08-26 12:43:28,tic,1.0541666666666667
325,2024-08-26 11:40:13,2024-08-26 12:43:28,ttv,1.0541666666666667
324,2024-08-26 13:03:40,2024-08-26 14:10:37,discrete: planning,1.1158333333333332
324,2024-08-26 13:03:40,2024-08-26 14:10:37,tic,1.1158333333333332
324,2024-08-26 13:03:40,2024-08-26 14:10:37,ttv,1.1158333333333332
323,2024-08-26 14:12:37,2024-08-26 15:25:11,discrete: planning,1.2094444444444445
323,2024-08-26 14:12:37,2024-08-26 15:25:11,tic,1.2094444444444445
323,2024-08-26 14:12:37,2024-08-26 15:25:11,ttv,1.2094444444444445
322,2024-08-27 05:06:14,2024-08-27 05:13:01,communication,0.11305555555555556
322,2024-08-27 05:06:14,2024-08-27 05:13:01,ttv,0.11305555555555556
321,2024-08-27 05:13:04,2024-08-27 05:23:34,discrete: planning,0.175
321,2024-08-27 05:13:04,2024-08-27 05:23:34,tic,0.175
321,2024-08-27 05:13:04,2024-08-27 05:23:34,ttv,0.175
320,2024-08-27 05:23:36,2024-08-27 06:05:17,communication,0.6947222222222222
320,2024-08-27 05:23:36,2024-08-27 06:05:17,ttv,0.6947222222222222
319,2024-08-27 06:12:41,2024-08-27 06:47:45,discrete: teaching fi,0.5844444444444444
319,2024-08-27 06:12:41,2024-08-27 06:47:45,ttv,0.5844444444444444
318,2024-08-27 06:52:43,2024-08-27 07:12:45,discrete: planning,0.3338888888888889
318,2024-08-27 06:52:43,2024-08-27 07:12:45,tic,0.3338888888888889
318,2024-08-27 06:52:43,2024-08-27 07:12:45,ttv,0.3338888888888889
317,2024-08-27 07:39:52,2024-08-27 07:59:42,communication,0.33055555555555555
317,2024-08-27 07:39:52,2024-08-27 07:59:42,ttv,0.33055555555555555
316,2024-08-27 07:59:45,2024-08-27 08:48:23,dan,0.8105555555555556
316,2024-08-27 07:59:45,2024-08-27 08:48:23,dan: planning,0.8105555555555556
315,2024-08-27 08:48:26,2024-08-27 09:02:50,course registrations,0.24
315,2024-08-27 08:48:26,2024-08-27 09:02:50,ttv,0.24
314,2024-08-27 09:02:55,2024-08-27 09:29:29,e-ahot tic,0.44277777777777777
314,2024-08-27 09:02:55,2024-08-27 09:29:29,tic,0.44277777777777777
313,2024-08-27 09:31:56,2024-08-27 10:18:00,communication,0.7677777777777778
313,2024-08-27 09:31:56,2024-08-27 10:18:00,ttv,0.7677777777777778
312,2024-08-27 10:36:10,2024-08-27 11:09:21,discrete: planning,0.5530555555555555
312,2024-08-27 10:36:10,2024-08-27 11:09:21,tic,0.5530555555555555
312,2024-08-27 10:36:10,2024-08-27 11:09:21,ttv,0.5530555555555555
311,2024-08-27 11:34:08,2024-08-27 12:08:02,discrete: planning,0.565
311,2024-08-27 11:34:08,2024-08-27 12:08:02,tic,0.565
311,2024-08-27 11:34:08,2024-08-27 12:08:02,ttv,0.565
310,2024-08-27 12:11:22,2024-08-27 14:01:25,discrete: teaching fi,1.8341666666666667
310,2024-08-27 12:11:22,2024-08-27 14:01:25,ttv,1.8341666666666667
309,2024-08-28 03:55:02,2024-08-28 04:17:04,communication,0.3672222222222222
309,2024-08-28 03:55:02,2024-08-28 04:17:04,ttv,0.3672222222222222
308,2024-08-28 06:41:58,2024-08-28 07:35:32,communication,0.8927777777777778
308,2024-08-28 06:41:58,2024-08-28 07:35:32,ttv,0.8927777777777778
307,2024-08-28 08:40:42,2024-08-28 10:07:43,discrete: teaching fi,1.4502777777777778
307,2024-08-28 08:40:42,2024-08-28 10:07:43,ttv,1.4502777777777778
306,2024-08-28 11:48:44,2024-08-28 11:56:15,communication,0.12527777777777777
306,2024-08-28 11:48:44,2024-08-28 11:56:15,ttv,0.12527777777777777
305,2024-08-28 11:56:25,2024-08-28 12:11:08,e-ahot tic,0.2452777777777778
305,2024-08-28 11:56:25,2024-08-28 12:11:08,tic,0.2452777777777778
304,2024-08-28 12:12:56,2024-08-28 12:26:04,tic,0.21888888888888888
304,2024-08-28 12:12:56,2024-08-28 12:26:04,ttv,0.21888888888888888
304,2024-08-28 12:12:56,2024-08-28 12:26:04,valintakoe - emails,0.21888888888888888
304,2024-08-28 12:12:56,2024-08-28 12:26:04,yfs,0.21888888888888888
303,2024-08-28 12:32:52,2024-08-28 13:30:54,discrete: planning,0.9672222222222222
303,2024-08-28 12:32:52,2024-08-28 13:30:54,tic,0.9672222222222222
303,2024-08-28 12:32:52,2024-08-28 13:30:54,ttv,0.9672222222222222
302,2024-08-28 13:35:55,2024-08-28 14:49:55,discrete: planning,1.2333333333333334
302,2024-08-28 13:35:55,2024-08-28 14:49:55,tic,1.2333333333333334
302,2024-08-28 13:35:55,2024-08-28 14:49:55,ttv,1.2333333333333334
301,2024-08-29 05:49:43,2024-08-29 06:01:55,communication,0.20333333333333334
301,2024-08-29 05:49:43,2024-08-29 06:01:55,ttv,0.20333333333333334
300,2024-08-29 06:01:58,2024-08-29 06:24:58,discrete: planning,0.38333333333333336
300,2024-08-29 06:01:58,2024-08-29 06:24:58,tic,0.38333333333333336
300,2024-08-29 06:01:58,2024-08-29 06:24:58,ttv,0.38333333333333336
299,2024-08-29 06:25:03,2024-08-29 08:10:54,discrete: teaching en,1.7641666666666667
299,2024-08-29 06:25:03,2024-08-29 08:10:54,tic,1.7641666666666667
298,2024-08-29 08:56:40,2024-08-29 10:36:21,communication,1.6613888888888888
298,2024-08-29 08:56:40,2024-08-29 10:36:21,ttv,1.6613888888888888
297,2024-08-29 10:59:33,2024-08-29 11:59:36,buas meeting,1.0008333333333332
297,2024-08-29 10:59:33,2024-08-29 11:59:36,ttv,1.0008333333333332
296,2024-08-29 12:17:10,2024-08-29 13:23:55,dan,1.1125
296,2024-08-29 12:17:10,2024-08-29 13:23:55,dan: planning,1.1125
295,2024-08-29 13:32:59,2024-08-29 14:25:04,discrete: planning,0.8680555555555556
295,2024-08-29 13:32:59,2024-08-29 14:25:04,tic,0.8680555555555556
295,2024-08-29 13:32:59,2024-08-29 14:25:04,ttv,0.8680555555555556
294,2024-08-29 14:33:59,2024-08-29 14:51:50,dan,0.2975
294,2024-08-29 14:33:59,2024-08-29 14:51:50,dan: planning,0.2975
293,2024-08-30 03:47:20,2024-08-30 04:02:40,discrete: planning,0.25555555555555554
293,2024-08-30 03:47:20,2024-08-30 04:02:40,tic,0.25555555555555554
293,2024-08-30 03:47:20,2024-08-30 04:02:40,ttv,0.25555555555555554
292,2024-08-30 04:02:43,2024-08-30 04:21:03,course registrations,0.3055555555555556
292,2024-08-30 04:02:43,2024-08-30 04:21:03,ttv,0.3055555555555556
291,2024-08-30 04:23:20,2024-08-30 06:08:22,discrete: teaching fi,1.7505555555555556
291,2024-08-30 04:23:20,2024-08-30 06:08:22,ttv,1.7505555555555556
290,2024-08-30 10:15:23,2024-08-30 13:38:35,dan,3.3866666666666667
290,2024-08-30 10:15:23,2024-08-30 13:38:35,dan: planning,3.3866666666666667
289,2024-08-31 13:41:47,2024-08-31 14:43:56,reportronic,1.0358333333333334
289,2024-08-31 13:41:47,2024-08-31 14:43:56,ttv,1.0358333333333334
288,2024-09-01 05:34:05,2024-09-01 05:46:16,communication,0.20305555555555554
288,2024-09-01 05:34:05,2024-09-01 05:46:16,ttv,0.20305555555555554
287,2024-09-01 05:52:41,2024-09-01 06:04:44,daily planning,0.20083333333333334
287,2024-09-01 05:52:41,2024-09-01 06:04:44,ttv,0.20083333333333334
286,2024-09-01 06:04:52,2024-09-01 06:44:54,discrete: planning,0.6672222222222223
286,2024-09-01 06:04:52,2024-09-01 06:44:54,tic,0.6672222222222223
286,2024-09-01 06:04:52,2024-09-01 06:44:54,ttv,0.6672222222222223
285,2024-09-01 06:59:52,2024-09-01 07:26:25,dan,0.4425
285,2024-09-01 06:59:52,2024-09-01 07:26:25,dan: planning,0.4425
284,2024-09-01 07:50:47,2024-09-01 08:30:06,dan,0.6552777777777777
284,2024-09-01 07:50:47,2024-09-01 08:30:06,dan: planning,0.6552777777777777
283,2024-09-01 09:02:04,2024-09-01 09:39:21,discrete: planning,0.6213888888888889
283,2024-09-01 09:02:04,2024-09-01 09:39:21,tic,0.6213888888888889
283,2024-09-01 09:02:04,2024-09-01 09:39:21,ttv,0.6213888888888889
282,2024-09-01 09:47:08,2024-09-01 10:02:49,discrete: planning,0.2613888888888889
282,2024-09-01 09:47:08,2024-09-01 10:02:49,tic,0.2613888888888889
282,2024-09-01 09:47:08,2024-09-01 10:02:49,ttv,0.2613888888888889
281,2024-09-01 10:40:35,2024-09-01 11:06:46,discrete: planning,0.4363888888888889
281,2024-09-01 10:40:35,2024-09-01 11:06:46,tic,0.4363888888888889
281,2024-09-01 10:40:35,2024-09-01 11:06:46,ttv,0.4363888888888889
280,2024-09-01 11:40:13,2024-09-01 12:20:35,dan,0.6727777777777778
280,2024-09-01 11:40:13,2024-09-01 12:20:35,dan: planning,0.6727777777777778
279,2024-09-01 12:28:36,2024-09-01 13:01:53,dan,0.5547222222222222
279,2024-09-01 12:28:36,2024-09-01 13:01:53,dan: planning,0.5547222222222222
278,2024-09-01 13:22:37,2024-09-01 13:55:29,discrete: planning,0.5477777777777778
278,2024-09-01 13:22:37,2024-09-01 13:55:29,tic,0.5477777777777778
278,2024-09-01 13:22:37,2024-09-01 13:55:29,ttv,0.5477777777777778
277,2024-09-01 14:15:12,2024-09-01 14:21:40,course registrations,0.10777777777777778
277,2024-09-01 14:15:12,2024-09-01 14:21:40,ttv,0.10777777777777778
276,2024-09-01 14:21:47,2024-09-01 15:18:19,discrete: planning,0.9422222222222222
276,2024-09-01 14:21:47,2024-09-01 15:18:19,tic,0.9422222222222222
276,2024-09-01 14:21:47,2024-09-01 15:18:19,ttv,0.9422222222222222
275,2024-09-02 05:49:23,2024-09-02 05:52:36,daily planning,0.05361111111111111
275,2024-09-02 05:49:23,2024-09-02 05:52:36,ttv,0.05361111111111111
274,2024-09-02 05:52:41,2024-09-02 06:18:07,communication,0.42388888888888887
274,2024-09-02 05:52:41,2024-09-02 06:18:07,ttv,0.42388888888888887
273,2024-09-02 06:18:13,2024-09-02 06:28:14,dan,0.16694444444444445
273,2024-09-02 06:18:13,2024-09-02 06:28:14,dan: planning,0.16694444444444445
272,2024-09-02 07:00:02,2024-09-02 08:30:50,dan,1.5133333333333334
272,2024-09-02 07:00:02,2024-09-02 08:30:50,dan: planning,1.5133333333333334
271,2024-09-02 08:41:12,2024-09-02 08:50:06,reportronic,0.14833333333333334
271,2024-09-02 08:41:12,2024-09-02 08:50:06,ttv,0.14833333333333334
